year,as_of,rank,ticker,name,sector,avg_dollar_volume_usd_mn
2013,2013-01-01,86,STX,Seagate Technology,Information Technology,168.6
2013,2013-01-01,87,MMM,3M Co.,Industrials,168.1
2013,2013-01-01,88,MOS,The Mosaic Company,Materials,162.4
2013,2013-01-01,89,ACN,Accenture,Information Technology,161.3
2013,2013-01-01,90,EOG,EOG Resources,Energy,159.3
2013,2013-01-01,91,BIIB,BIOGEN IDEC Inc.,Health Care,158.6
2013,2013-01-01,92,COST,Costco Co.,Consumer Staples,158.3
2013,2013-01-01,93,FDX,FedEx Corporation,Industrials,157.6
2013,2013-01-01,94,LEN,Lennar Corp.,Consumer Discretionary,157.1
2013,2013-01-01,95,CSX,CSX Corp.,Industrials,155.9
2013,2013-01-01,96,HON,Honeywell Int'l Inc.,Industrials,155.6
2013,2013-01-01,97,DG,Dollar General,Consumer Discretionary,154.7
2013,2013-01-01,98,DUK,Duke Energy,Utilities,152.8
2013,2013-01-01,99,CTSH,Cognizant Technology Solutions,Information Technology,150.4
2013,2013-01-01,100,NVDA,Nvidia Corporation,Information Technology,149.8
2014,2014-01-01,1,AAPL,Apple Inc.,Information Technology,5823.4
2014,2014-01-01,2,META,Facebook,Information Technology,2283.6
2014,2014-01-01,3,GOOG,Google Inc.,Information Technology,1806.8
2014,2014-01-01,4,MSFT,Microsoft Corp.,Information Technology,1276.2
2014,2014-01-01,5,BAC,Bank of America Corp,Financials,1218.2
2014,2014-01-01,6,C,Citigroup Inc.,Financials,956.4
2014,2014-01-01,7,NFLX,NetFlix Inc.,Information Technology,909.5
2014,2014-01-01,8,AMZN,Amazon.com Inc,Consumer Discretionary,879.1
2014,2014-01-01,9,JPM,JPMorgan Chase & Co.,Financials,766.6
2014,2014-01-01,10,GE,General Electric,Industrials,736.4
2014,2014-01-01,11,XOM,Exxon Mobil Corp.,Energy,670.7
2014,2014-01-01,12,INTC,Intel Corp.,Information Technology,654.4
2014,2014-01-01,13,ORCL,Oracle Corp.,Information Technology,633.6
2014,2014-01-01,14,PFE,Pfizer Inc.,Health Care,598.4
2014,2014-01-01,15,CSCO,Cisco Systems,Information Technology,594.7
2014,2014-01-01,16,WFC,Wells Fargo,Financials,547.3
2014,2014-01-01,17,QCOM,QUALCOMM Inc.,Information Technology,542.7
2014,2014-01-01,18,V,Visa Inc.,Information Technology,531.3
2014,2014-01-01,19,JNJ,Johnson & Johnson,Health Care,528.0
2014,2014-01-01,20,MU,Micron Technology,Information Technology,519.4
2014,2014-01-01,21,EBAY,eBay Inc.,Information Technology,504.8
2014,2014-01-01,22,IBM,International Bus. Machines,Information Technology,491.3
2014,2014-01-01,23,PG,Procter & Gamble,Consumer Staples,466.7
2014,2014-01-01,24,MRK,Merck & Co.,Health Care,460.4
2014,2014-01-01,25,AIG,"American International Group, Inc.",Financials,442.9
2014,2014-01-01,26,BA,Boeing Company,Industrials,439.5
2014,2014-01-01,27,GS,Goldman Sachs Group,Financials,434.4
2014,2014-01-01,28,DIS,The Walt Disney Company,Consumer Discretionary,428.3
2014,2014-01-01,29,BRK-B,Berkshire Hathaway,Financials,407.1
2014,2014-01-01,30,WMT,Wal-Mart Stores,Consumer Staples,404.1
2014,2014-01-01,31,CVX,Chevron Corp.,Energy,397.4
2014,2014-01-01,32,GM,General Motors,Consumer Discretionary,390.5
2014,2014-01-01,33,HD,Home Depot,Consumer Discretionary,381.5
2014,2014-01-01,34,GILD,Gilead Sciences,Health Care,379.7
2014,2014-01-01,35,KO,The Coca Cola Company,Consumer Staples,378.1
2014,2014-01-01,36,FCX,Freeport-McMoran Cp & Gld,Materials,376.1
2014,2014-01-01,37,CAT,Caterpillar Inc.,Industrials,372.3
2014,2014-01-01,38,CMCSA,Comcast Corp.,Consumer Discretionary,363.3
2014,2014-01-01,39,MA,Mastercard Inc.,Information Technology,359.4
2014,2014-01-01,40,HAL,Halliburton Co.,Energy,353.6
2014,2014-01-01,41,SLB,Schlumberger Ltd.,Energy,353.5
2014,2014-01-01,42,MCD,McDonald's Corp.,Consumer Discretionary,339.0
2014,2014-01-01,43,T,AT&T Inc,Telecommunications Services,338.4
2014,2014-01-01,44,F,Ford Motor,Consumer Discretionary,316.5
2014,2014-01-01,45,VZ,Verizon Communications,Telecommunications Services,314.7
2014,2014-01-01,46,MS,Morgan Stanley,Financials,299.9
2014,2014-01-01,47,BIIB,BIOGEN IDEC Inc.,Health Care,286.7
2014,2014-01-01,48,AXP,American Express Co,Financials,284.9
2014,2014-01-01,49,CPRI,Michael Kors,Consumer Discretionary,281.8
2014,2014-01-01,50,HPQ,Hewlett-Packard,Information Technology,280.2
2014,2014-01-01,51,UNH,United Health Group Inc.,Health Care,278.4
2014,2014-01-01,52,AMGN,Amgen Inc,Health Care,274.8
2014,2014-01-01,53,PEP,PepsiCo Inc.,Consumer Staples,268.2
2014,2014-01-01,54,LOW,Lowe's Cos.,Consumer Discretionary,264.3
2014,2014-01-01,55,OXY,Occidental Petroleum,Energy,264.1
2014,2014-01-01,56,CRM,Salesforce.com,Information Technology,259.2
2014,2014-01-01,57,FSLR,First Solar Inc,Industrials,245.0
2014,2014-01-01,58,BMY,Bristol-Myers Squibb,Health Care,244.8
2014,2014-01-01,59,COP,ConocoPhillips,Energy,243.1
2014,2014-01-01,60,SBUX,Starbucks Corp.,Consumer Discretionary,240.1
2014,2014-01-01,61,MDLZ,Mondelez International,Consumer Staples,238.8
2014,2014-01-01,62,PM,Philip Morris International,Consumer Staples,237.6
2014,2014-01-01,63,DAL,Delta Air Lines,Industrials,236.3
2014,2014-01-01,64,LLY,Lilly (Eli) & Co.,Health Care,228.5
2014,2014-01-01,65,ABT,Abbott Laboratories,Health Care,220.0
2014,2014-01-01,66,ISRG,Intuitive Surgical Inc.,Health Care,219.0
2014,2014-01-01,67,FDX,FedEx Corporation,Industrials,218.8
2014,2014-01-01,68,CVS,CVS Caremark Corp.,Consumer Staples,218.7
2014,2014-01-01,69,VLO,Valero Energy,Energy,216.2
2014,2014-01-01,70,DE,Deere & Co.,Industrials,212.0
2014,2014-01-01,71,TGT,Target Corp.,Consumer Discretionary,209.7
2014,2014-01-01,72,UNP,Union Pacific,Industrials,208.3
2014,2014-01-01,73,NEM,Newmont Mining Corp. (Hldg. Co.),Materials,208.2
2014,2014-01-01,74,MET,MetLife Inc.,Financials,207.7
2014,2014-01-01,75,REGN,Regeneron,Health Care,201.8
2014,2014-01-01,76,NKE,NIKE Inc.,Consumer Discretionary,201.8
2014,2014-01-01,77,USB,U.S. Bancorp,Financials,201.2
2014,2014-01-01,78,MMM,3M Company,Industrials,200.8
2014,2014-01-01,79,DD,Du Pont (E.I.),Materials,199.5
2014,2014-01-01,80,NOV,National Oilwell Varco Inc.,Energy,197.2
2014,2014-01-01,81,TXN,Texas Instruments,Information Technology,195.7
2014,2014-01-01,82,YUM,Yum! Brands Inc,Consumer Discretionary,194.3
2014,2014-01-01,83,CLF,Cliffs Natural Resources,Materials,192.3
2014,2014-01-01,84,APA,Apache Corporation,Energy,191.5
2014,2014-01-01,85,COF,Capital One Financial,Financials,186.2
2014,2014-01-01,86,ACN,Accenture plc,Information Technology,184.5
2014,2014-01-01,87,UPS,United Parcel Service,Industrials,183.0
2014,2014-01-01,88,EOG,EOG Resources,Energy,182.1
2014,2014-01-01,89,MPC,Marathon Petroleum,Energy,181.0
2014,2014-01-01,90,BAX,Baxter International Inc.,Health Care,177.3
2014,2014-01-01,91,HON,Honeywell Int'l Inc.,Industrials,177.0
2014,2014-01-01,92,LEN,Lennar Corp.,Consumer Discretionary,170.8
2014,2014-01-01,93,CMG,Chipotle Mexican Grill,Consumer Discretionary,170.6
2014,2014-01-01,94,ADBE,Adobe Systems Inc,Information Technology,169.8
2014,2014-01-01,95,CTSH,Cognizant Technology Solutions,Information Technology,167.1
2014,2014-01-01,96,MOS,The Mosaic Company,Materials,166.4
2014,2014-01-01,97,NTAP,NetApp,Information Technology,166.0
2014,2014-01-01,98,MDT,Medtronic Inc.,Health Care,165.2
2014,2014-01-01,99,RIG,Transocean,Energy,165.1
2014,2014-01-01,100,AMAT,Applied Materials Inc,Information Technology,163.0
2015,2015-01-01,1,AAPL,Apple Inc.,Information Technology,4970.3
2015,2015-01-01,2,META,Facebook,Information Technology,3138.0
2015,2015-01-01,3,GOOGL,Google Inc Class A,Information Technology,1500.1
2015,2015-01-01,4,AMZN,Amazon.com Inc,Consumer Discretionary,1346.8
2015,2015-01-01,5,MSFT,Microsoft Corp.,Information Technology,1177.3
2015,2015-01-01,6,NFLX,Netflix Inc.,Information Technology,1094.5
2015,2015-01-01,7,BAC,Bank of America Corp,Financials,1088.7
2015,2015-01-01,8,GILD,Gilead Sciences,Health Care,898.5
2015,2015-01-01,9,C,Citigroup Inc.,Financials,751.2
2015,2015-01-01,10,MU,Micron Technology,Information Technology,750.6
2015,2015-01-01,11,INTC,Intel Corp.,Information Technology,726.2
2015,2015-01-01,12,GE,General Electric,Industrials,683.3
2015,2015-01-01,13,XOM,Exxon Mobil Corp.,Energy,682.2
2015,2015-01-01,14,JPM,JPMorgan Chase & Co.,Financials,664.4
2015,2015-01-01,15,V,Visa Inc.,Information Technology,591.3
2015,2015-01-01,16,CMCSA,Comcast Corp.,Consumer Discretionary,582.2
2015,2015-01-01,17,EBAY,eBay Inc.,Information Technology,579.5
2015,2015-01-01,18,VZ,Verizon Communications,Telecommunications Services,556.4
2015,2015-01-01,19,WFC,Wells Fargo,Financials,553.6
2015,2015-01-01,20,CSCO,Cisco Systems,Information Technology,545.0
2015,2015-01-01,21,JNJ,Johnson & Johnson,Health Care,539.5
2015,2015-01-01,22,QCOM,QUALCOMM Inc.,Information Technology,511.4
2015,2015-01-01,23,ORCL,Oracle Corp.,Information Technology,507.7
2015,2015-01-01,24,IBM,International Bus. Machines,Information Technology,502.2
2015,2015-01-01,25,DIS,The Walt Disney Company,Consumer Discretionary,500.4
2015,2015-01-01,26,SLB,Schlumberger Ltd.,Energy,490.1
2015,2015-01-01,27,HAL,Halliburton Co.,Energy,481.6
2015,2015-01-01,28,BA,Boeing Company,Industrials,479.1
2015,2015-01-01,29,PG,Procter & Gamble,Consumer Staples,471.9
2015,2015-01-01,30,PFE,Pfizer Inc.,Health Care,465.0
2015,2015-01-01,31,BIIB,BIOGEN IDEC Inc.,Health Care,463.8
2015,2015-01-01,32,CVX,Chevron Corp.,Energy,463.4
2015,2015-01-01,33,GM,General Motors,Consumer Discretionary,457.8
2015,2015-01-01,34,BRK-B,Berkshire Hathaway,Financials,452.9
2015,2015-01-01,35,KO,The Coca Cola Company,Consumer Staples,425.8
2015,2015-01-01,36,DAL,Delta Air Lines,Industrials,416.5
2015,2015-01-01,37,HD,Home Depot,Consumer Discretionary,408.7
2015,2015-01-01,38,MRK,Merck & Co.,Health Care,408.0
2015,2015-01-01,39,WMT,Wal-Mart Stores,Consumer Staples,401.1
2015,2015-01-01,40,GS,Goldman Sachs Group,Financials,397.7
2015,2015-01-01,41,MA,Mastercard Inc.,Information Technology,389.3
2015,2015-01-01,42,MCD,McDonald's Corp.,Consumer Discretionary,384.0
2015,2015-01-01,43,CAT,Caterpillar Inc.,Industrials,367.9
2015,2015-01-01,44,T,AT&T Inc,Telecommunications Services,363.6
2015,2015-01-01,45,DD,Du Pont (E.I.),Materials,337.3
2015,2015-01-01,46,MDT,Medtronic Inc.,Health Care,333.8
2015,2015-01-01,47,AMGN,Amgen Inc,Health Care,331.7
2015,2015-01-01,48,AIG,"American International Group, Inc.",Financials,325.6
2015,2015-01-01,49,ABBV,AbbVie,Health Care,312.7
2015,2015-01-01,50,CRM,Salesforce.com,Information Technology,308.0
2015,2015-01-01,51,COP,ConocoPhillips,Energy,307.1
2015,2015-01-01,52,FCX,Freeport-McMoran Cp & Gld,Materials,300.3
2015,2015-01-01,53,WYNN,Wynn Resorts Ltd,Consumer Discretionary,299.2
2015,2015-01-01,54,EOG,EOG Resources,Energy,299.1
2015,2015-01-01,55,REGN,Regeneron,Health Care,298.5
2015,2015-01-01,56,OXY,Occidental Petroleum,Energy,289.3
2015,2015-01-01,57,PEP,PepsiCo Inc.,Consumer Staples,289.2
2015,2015-01-01,58,AXP,American Express Co,Financials,288.1
2015,2015-01-01,59,UNP,Union Pacific,Industrials,286.7
2015,2015-01-01,60,UNH,United Health Group Inc.,Health Care,283.2
2015,2015-01-01,61,CPRI,Michael Kors Holdings,Consumer Discretionary,282.1
2015,2015-01-01,62,SBUX,Starbucks Corp.,Consumer Discretionary,280.7
2015,2015-01-01,63,CMG,Chipotle Mexican Grill,Consumer Discretionary,278.4
2015,2015-01-01,64,BMY,Bristol-Myers Squibb,Health Care,266.7
2015,2015-01-01,65,AA,Alcoa Inc,Materials,264.7
2015,2015-01-01,66,KMI,Kinder Morgan,Energy,263.2
2015,2015-01-01,67,HPQ,Hewlett-Packard,Information Technology,260.2
2015,2015-01-01,68,F,Ford Motor,Consumer Discretionary,259.4
2015,2015-01-01,69,CVS,CVS Caremark Corp.,Consumer Staples,256.8
2015,2015-01-01,70,MS,Morgan Stanley,Financials,250.3
2015,2015-01-01,71,NKE,NIKE Inc.,Consumer Discretionary,249.5
2015,2015-01-01,72,VLO,Valero Energy,Energy,247.3
2015,2015-01-01,73,DG,Dollar General,Consumer Discretionary,245.3
2015,2015-01-01,74,NOV,National Oilwell Varco Inc.,Energy,244.3
2015,2015-01-01,75,MMM,3M Company,Industrials,243.8
2015,2015-01-01,76,AMAT,Applied Materials Inc,Information Technology,240.1
2015,2015-01-01,77,FDX,FedEx Corporation,Industrials,236.2
2015,2015-01-01,78,RIG,Transocean,Energy,233.9
2015,2015-01-01,79,LOW,Lowe's Cos.,Consumer Discretionary,231.6
2015,2015-01-01,80,TMO,Thermo Fisher Scientific,Health Care,230.9
2015,2015-01-01,81,TGT,Target Corp.,Consumer Discretionary,229.3
2015,2015-01-01,82,LLY,Lilly (Eli) & Co.,Health Care,227.8
2015,2015-01-01,83,ADBE,Adobe Systems Inc,Information Technology,225.1
2015,2015-01-01,84,DE,Deere & Co.,Industrials,223.0
2015,2015-01-01,85,MDLZ,Mondelez International,Consumer Staples,223.0
2015,2015-01-01,86,PM,Philip Morris International,Consumer Staples,221.7
2015,2015-01-01,87,MCK,McKesson Corp.,Health Care,214.7
2015,2015-01-01,88,APA,Apache Corporation,Energy,211.1
2015,2015-01-01,89,MET,MetLife Inc.,Financials,207.9
2015,2015-01-01,90,TXN,Texas Instruments,Information Technology,207.3
2015,2015-01-01,91,HON,Honeywell Int'l Inc.,Industrials,205.1
2015,2015-01-01,92,TJX,TJX Companies Inc.,Consumer Discretionary,203.0
2015,2015-01-01,93,FSLR,First Solar Inc,Energy,202.7
2015,2015-01-01,94,ISRG,Intuitive Surgical Inc.,Health Care,202.7
2015,2015-01-01,95,MPC,Marathon Petroleum,Energy,202.4
2015,2015-01-01,96,COST,Costco Co.,Consumer Staples,201.5
2015,2015-01-01,97,UPS,United Parcel Service,Industrials,196.7
2015,2015-01-01,98,ABT,Abbott Laboratories,Health Care,191.7
2015,2015-01-01,99,LUV,Southwest Airlines,Industrials,191.0
2015,2015-01-01,100,COF,Capital One Financial,Financials,188.7
2016,2016-01-01,1,AAPL,Apple Inc.,Information Technology,5521.0
2016,2016-01-01,2,META,Facebook,Information Technology,2375.9
2016,2016-01-01,3,AMZN,Amazon.com Inc,Consumer Discretionary,1847.3
2016,2016-01-01,4,NFLX,Netflix Inc.,Information Technology,1720.4
2016,2016-01-01,5,MSFT,Microsoft Corp.,Information Technology,1439.6
2016,2016-01-01,6,GOOGL,Alphabet Inc Class A,Information Technology,1339.8
2016,2016-01-01,7,GE,General Electric,Industrials,1259.8
2016,2016-01-01,8,BAC,Bank of America Corp,Financials,1095.5
2016,2016-01-01,9,GILD,Gilead Sciences,Health Care,815.2
2016,2016-01-01,10,DIS,The Walt Disney Company,Consumer Discretionary,812.5
2016,2016-01-01,11,INTC,Intel Corp.,Information Technology,751.8
2016,2016-01-01,12,BIIB,BIOGEN IDEC Inc.,Health Care,748.5
2016,2016-01-01,13,JPM,JPMorgan Chase & Co.,Financials,748.0
2016,2016-01-01,14,XOM,Exxon Mobil Corp.,Energy,721.1
2016,2016-01-01,15,C,Citigroup Inc.,Financials,718.5
2016,2016-01-01,16,WFC,Wells Fargo,Financials,635.6
2016,2016-01-01,17,CMCSA,Comcast A Corp,Consumer Discretionary,621.9
2016,2016-01-01,18,JNJ,Johnson & Johnson,Health Care,602.3
2016,2016-01-01,19,PFE,Pfizer Inc.,Health Care,587.9
2016,2016-01-01,20,QCOM,QUALCOMM Inc.,Information Technology,587.8
2016,2016-01-01,21,V,Visa Inc.,Information Technology,579.2
2016,2016-01-01,22,MU,Micron Technology,Information Technology,578.6
2016,2016-01-01,23,CVX,Chevron Corp.,Energy,539.8
2016,2016-01-01,24,CSCO,Cisco Systems,Information Technology,538.6
2016,2016-01-01,25,WMT,Wal-Mart Stores,Consumer Staples,517.9
2016,2016-01-01,26,ORCL,Oracle Corp.,Information Technology,510.7
2016,2016-01-01,27,PG,Procter & Gamble,Consumer Staples,509.7
2016,2016-01-01,28,AAL,American Airlines Group,Industrials,502.6
2016,2016-01-01,29,BRK-B,Berkshire Hathaway,Financials,502.4
2016,2016-01-01,30,SLB,Schlumberger Ltd.,Energy,498.2
2016,2016-01-01,31,BA,Boeing Company,Industrials,496.3
2016,2016-01-01,32,MCD,McDonald's Corp.,Consumer Discretionary,491.8
2016,2016-01-01,33,HAL,Halliburton Co.,Energy,457.7
2016,2016-01-01,34,HD,Home Depot,Consumer Discretionary,453.7
2016,2016-01-01,35,CMG,Chipotle Mexican Grill,Consumer Discretionary,443.7
2016,2016-01-01,36,MRK,Merck & Co.,Health Care,443.4
2016,2016-01-01,37,T,AT&T Inc,Telecommunications Services,440.6
2016,2016-01-01,38,DAL,Delta Air Lines,Industrials,430.5
2016,2016-01-01,39,IBM,International Bus. Machines,Information Technology,426.7
2016,2016-01-01,40,GS,Goldman Sachs Group,Financials,426.4
2016,2016-01-01,41,AXP,American Express Co,Financials,424.2
2016,2016-01-01,42,KO,The Coca Cola Company,Consumer Staples,416.4
2016,2016-01-01,43,ABBV,AbbVie,Health Care,409.9
2016,2016-01-01,44,UNH,United Health Group Inc.,Health Care,406.6
2016,2016-01-01,45,UNP,Union Pacific,Industrials,404.2
2016,2016-01-01,46,GM,General Motors,Consumer Discretionary,402.7
2016,2016-01-01,47,AMGN,Amgen Inc,Health Care,402.3
2016,2016-01-01,48,VZ,Verizon Communications,Telecommunications Services,395.4
2016,2016-01-01,49,REGN,Regeneron,Health Care,395.3
2016,2016-01-01,50,EBAY,eBay Inc.,Information Technology,395.0
2016,2016-01-01,51,DD,Du Pont (E.I.),Materials,392.5
2016,2016-01-01,52,MA,Mastercard Inc.,Information Technology,371.0
2016,2016-01-01,53,CAT,Caterpillar Inc.,Industrials,370.9
2016,2016-01-01,54,AIG,"American International Group, Inc.",Financials,368.3
2016,2016-01-01,55,NKE,Nike,Consumer Discretionary,363.4
2016,2016-01-01,56,SBUX,Starbucks Corp.,Consumer Discretionary,361.7
2016,2016-01-01,57,UAL,United Continental Holdings,Industrials,356.5
2016,2016-01-01,58,MDT,Medtronic plc,Health Care,355.2
2016,2016-01-01,59,CVS,CVS Caremark Corp.,Consumer Staples,353.9
2016,2016-01-01,60,FCX,Freeport-McMoran Cp & Gld,Materials,345.8
2016,2016-01-01,61,COP,ConocoPhillips,Energy,334.1
2016,2016-01-01,62,LLY,Lilly (Eli) & Co.,Health Care,325.3
2016,2016-01-01,63,PEP,PepsiCo Inc.,Consumer Staples,323.2
2016,2016-01-01,64,AVGO,Avago Technologies,Information Technology,304.7
2016,2016-01-01,65,ILMN,Illumina Inc,Health Care,302.1
2016,2016-01-01,66,MDLZ,Mondelez International,Consumer Staples,301.5
2016,2016-01-01,67,KMI,Kinder Morgan,Energy,299.9
2016,2016-01-01,68,AMAT,Applied Materials Inc,Information Technology,292.6
2016,2016-01-01,69,BMY,Bristol-Myers Squibb,Health Care,289.0
2016,2016-01-01,70,LOW,Lowe's Cos.,Consumer Discretionary,288.5
2016,2016-01-01,71,CRM,Salesforce.com,Information Technology,287.5
2016,2016-01-01,72,SWKS,Skyworks Solutions,Information Technology,285.6
2016,2016-01-01,73,EOG,EOG Resources,Energy,284.0
2016,2016-01-01,74,HCA,HCA Holdings,Health Care,283.6
2016,2016-01-01,75,MS,Morgan Stanley,Financials,281.1
2016,2016-01-01,76,TGT,Target Corp.,Consumer Discretionary,278.8
2016,2016-01-01,77,LUV,Southwest Airlines,Industrials,274.6
2016,2016-01-01,78,AA,Alcoa Inc,Materials,271.1
2016,2016-01-01,79,MMM,3M Company,Industrials,268.2
2016,2016-01-01,80,HPQ,HP Inc.,Information Technology,267.1
2016,2016-01-01,81,VLO,Valero Energy,Energy,265.4
2016,2016-01-01,82,COST,Costco Co.,Consumer Staples,263.7
2016,2016-01-01,83,YUM,Yum! Brands Inc,Consumer Discretionary,263.5
2016,2016-01-01,84,MCK,McKesson Corp.,Health Care,260.5
2016,2016-01-01,85,OXY,Occidental Petroleum,Energy,260.5
2016,2016-01-01,86,WYNN,Wynn Resorts Ltd,Consumer Discretionary,254.3
2016,2016-01-01,87,HUM,Humana Inc.,Health Care,253.2
2016,2016-01-01,88,TXN,Texas Instruments,Information Technology,252.3
2016,2016-01-01,89,CI,CIGNA Corp.,Health Care,250.1
2016,2016-01-01,90,HON,Honeywell Int'l Inc.,Industrials,248.6
2016,2016-01-01,91,ELV,Anthem Inc.,Health Care,247.9
2016,2016-01-01,92,FDX,FedEx Corporation,Industrials,241.8
2016,2016-01-01,93,BAX,Baxter International Inc.,Health Care,239.5
2016,2016-01-01,94,KR,Kroger Co.,Consumer Staples,233.2
2016,2016-01-01,95,NOV,National Oilwell Varco Inc.,Energy,229.3
2016,2016-01-01,96,MET,MetLife Inc.,Financials,228.6
2016,2016-01-01,97,F,Ford Motor,Consumer Discretionary,227.3
2016,2016-01-01,98,CSX,CSX Corp.,Industrials,227.1
2016,2016-01-01,99,ADBE,Adobe Systems Inc,Information Technology,227.0
2016,2016-01-01,100,DG,Dollar General,Consumer Discretionary,225.3
2017,2017-01-01,1,AAPL,Apple Inc.,Information Technology,3621.7
2017,2017-01-01,2,META,Facebook,Information Technology,2892.5
2017,2017-01-01,3,AMZN,Amazon.com Inc,Consumer Discretionary,2808.6
2017,2017-01-01,4,MSFT,Microsoft Corp.,Information Technology,1495.3
2017,2017-01-01,5,GOOGL,Alphabet Inc Class A,Information Technology,1478.3
2017,2017-01-01,6,BAC,Bank of America Corp,Financials,1332.9
2017,2017-01-01,7,NFLX,Netflix Inc.,Information Technology,1287.6
2017,2017-01-01,8,GE,General Electric,Industrials,957.6
2017,2017-01-01,9,JPM,JPMorgan Chase & Co.,Financials,852.2
2017,2017-01-01,10,WFC,Wells Fargo,Financials,846.4
2017,2017-01-01,11,PG,Procter & Gamble,Consumer Staples,774.2
2017,2017-01-01,12,C,Citigroup Inc.,Financials,751.2
2017,2017-01-01,13,DIS,The Walt Disney Company,Consumer Discretionary,726.5
2017,2017-01-01,14,V,Visa Inc.,Information Technology,684.3
2017,2017-01-01,15,XOM,Exxon Mobil Corp.,Energy,679.3
2017,2017-01-01,16,NVDA,Nvidia Corporation,Information Technology,645.3
2017,2017-01-01,17,JNJ,Johnson & Johnson,Health Care,641.9
2017,2017-01-01,18,PFE,Pfizer Inc.,Health Care,630.6
2017,2017-01-01,19,GILD,Gilead Sciences,Health Care,626.9
2017,2017-01-01,20,INTC,Intel Corp.,Information Technology,609.7
2017,2017-01-01,21,CHTR,Charter Communications,Consumer Discretionary,555.8
2017,2017-01-01,22,CMG,Chipotle Mexican Grill,Consumer Discretionary,543.8
2017,2017-01-01,23,WMT,Wal-Mart Stores,Consumer Staples,543.0
2017,2017-01-01,24,BRK-B,Berkshire Hathaway,Financials,530.0
2017,2017-01-01,25,BA,Boeing Company,Industrials,522.0
2017,2017-01-01,26,CSCO,Cisco Systems,Information Technology,519.0
2017,2017-01-01,27,HD,Home Depot,Consumer Discretionary,515.0
2017,2017-01-01,28,GS,Goldman Sachs Group,Financials,514.6
2017,2017-01-01,29,MCD,McDonald's Corp.,Consumer Discretionary,514.2
2017,2017-01-01,30,CVX,Chevron Corp.,Energy,509.6
2017,2017-01-01,31,BIIB,BIOGEN IDEC Inc.,Health Care,508.2
2017,2017-01-01,32,CMCSA,Comcast A Corp,Consumer Discretionary,491.4
2017,2017-01-01,33,NKE,Nike,Consumer Discretionary,476.6
2017,2017-01-01,34,ORCL,Oracle Corp.,Information Technology,459.2
2017,2017-01-01,35,T,AT&T Inc,Telecommunications Services,452.6
2017,2017-01-01,36,QCOM,QUALCOMM Inc.,Information Technology,436.6
2017,2017-01-01,37,VZ,Verizon Communications,Telecommunications Services,430.8
2017,2017-01-01,38,MRK,Merck & Co.,Health Care,426.9
2017,2017-01-01,39,SBUX,Starbucks Corp.,Consumer Discretionary,422.8
2017,2017-01-01,40,KO,Coca Cola Company,Consumer Staples,421.6
2017,2017-01-01,41,CRM,Salesforce.com,Information Technology,412.2
2017,2017-01-01,42,SLB,Schlumberger Ltd.,Energy,406.7
2017,2017-01-01,43,UNH,United Health Group Inc.,Health Care,397.6
2017,2017-01-01,44,BMY,Bristol-Myers Squibb,Health Care,391.8
2017,2017-01-01,45,IBM,International Business Machines,Information Technology,390.3
2017,2017-01-01,46,AMGN,Amgen Inc,Health Care,389.4
2017,2017-01-01,47,DAL,Delta Air Lines,Industrials,388.5
2017,2017-01-01,48,CVS,CVS Health,Consumer Staples,386.4
2017,2017-01-01,49,FCX,Freeport-McMoran Cp & Gld,Materials,375.3
2017,2017-01-01,50,MU,Micron Technology,Information Technology,375.2
2017,2017-01-01,51,AVGO,Broadcom,Information Technology,373.4
2017,2017-01-01,52,MA,Mastercard Inc.,Information Technology,372.5
2017,2017-01-01,53,LMT,Lockheed Martin Corp.,Industrials,366.7
2017,2017-01-01,54,REGN,Regeneron,Health Care,354.2
2017,2017-01-01,55,GM,General Motors,Consumer Discretionary,351.3
2017,2017-01-01,56,PEP,PepsiCo Inc.,Consumer Staples,338.4
2017,2017-01-01,57,CAT,Caterpillar Inc.,Industrials,336.2
2017,2017-01-01,58,LOW,Lowe's Cos.,Consumer Discretionary,335.6
2017,2017-01-01,59,MDT,Medtronic plc,Health Care,331.9
2017,2017-01-01,60,PYPL,PayPal,Information Technology,330.4
2017,2017-01-01,61,AAL,American Airlines Group,Industrials,328.0
2017,2017-01-01,62,HAL,Halliburton Co.,Energy,326.7
2017,2017-01-01,63,UNP,Union Pacific,Industrials,321.5
2017,2017-01-01,64,ABBV,AbbVie,Health Care,319.0
2017,2017-01-01,65,MS,Morgan Stanley,Financials,317.3
2017,2017-01-01,66,AIG,"American International Group, Inc.",Financials,312.0
2017,2017-01-01,67,COST,Costco Co.,Consumer Staples,310.8
2017,2017-01-01,68,LLY,Lilly (Eli) & Co.,Health Care,306.5
2017,2017-01-01,69,COP,ConocoPhillips,Energy,302.4
2017,2017-01-01,70,TGT,Target Corp.,Consumer Discretionary,302.3
2017,2017-01-01,71,ABT,Abbott Laboratories,Health Care,302.0
2017,2017-01-01,72,AXP,American Express Co,Financials,301.2
2017,2017-01-01,73,MDLZ,Mondelez International,Consumer Staples,300.9
2017,2017-01-01,74,HON,Honeywell Int'l Inc.,Industrials,300.6
2017,2017-01-01,75,MCK,McKesson Corp.,Health Care,292.9
2017,2017-01-01,76,DD,Du Pont (E.I.),Materials,286.3
2017,2017-01-01,77,AMAT,Applied Materials Inc,Information Technology,280.7
2017,2017-01-01,78,UAL,United Continental Holdings,Industrials,277.1
2017,2017-01-01,79,EBAY,eBay Inc.,Information Technology,270.6
