year,as_of,rank,ticker,name,sector,avg_dollar_volume_usd_mn
2017,2017-01-01,80,ADBE,Adobe Systems Inc,Information Technology,269.8
2017,2017-01-01,81,PM,Philip Morris International,Consumer Staples,269.6
2017,2017-01-01,82,WYNN,Wynn Resorts Ltd,Consumer Discretionary,267.3
2017,2017-01-01,83,KR,Kroger Co.,Consumer Staples,263.9
2017,2017-01-01,84,F,Ford Motor,Consumer Discretionary,262.1
2017,2017-01-01,85,TXN,Texas Instruments,Information Technology,259.5
2017,2017-01-01,86,LUV,Southwest Airlines,Industrials,253.8
2017,2017-01-01,87,SCHW,Charles Schwab Corporation,Financials,253.1
2017,2017-01-01,88,EXPE,Expedia Inc.,Consumer Discretionary,252.2
2017,2017-01-01,89,CTSH,Cognizant Technology Solutions,Information Technology,249.9
2017,2017-01-01,90,OXY,Occidental Petroleum,Energy,249.1
2017,2017-01-01,91,MMM,3M Company,Industrials,246.3
2017,2017-01-01,92,MAR,Marriott Int'l.,Consumer Discretionary,243.2
2017,2017-01-01,93,ACN,Accenture plc,Information Technology,241.2
2017,2017-01-01,94,TMO,Thermo Fisher Scientific,Health Care,239.3
2017,2017-01-01,95,VLO,Valero Energy,Energy,238.4
2017,2017-01-01,96,UAA,Under Armour,Consumer Discretionary,237.4
2017,2017-01-01,97,DE,Deere & Co.,Industrials,235.1
2017,2017-01-01,98,WDC,Western Digital,Information Technology,233.7
2017,2017-01-01,99,FDX,FedEx Corporation,Industrials,230.9
2017,2017-01-01,100,MET,MetLife Inc.,Financials,230.5
2018,2018-01-01,1,AAPL,Apple Inc.,Information Technology,3788.4
2018,2018-01-01,2,AMZN,Amazon.com Inc,Consumer Discretionary,3411.7
2018,2018-01-01,3,META,"Facebook, Inc.",Information Technology,2587.4
2018,2018-01-01,4,NVDA,Nvidia Corporation,Information Technology,2503.4
2018,2018-01-01,5,BAC,Bank of America Corp,Financials,1563.0
2018,2018-01-01,6,GOOGL,Alphabet Inc Class A,Information Technology,1505.6
2018,2018-01-01,7,MSFT,Microsoft Corp.,Information Technology,1458.7
2018,2018-01-01,8,NFLX,Netflix Inc.,Information Technology,1093.2
2018,2018-01-01,9,GE,General Electric,Industrials,1038.5
2018,2018-01-01,10,JPM,JPMorgan Chase & Co.,Financials,1002.6
2018,2018-01-01,11,MU,Micron Technology,Information Technology,990.7
2018,2018-01-01,12,C,Citigroup Inc.,Financials,823.1
2018,2018-01-01,13,AMD,Advanced Micro Devices Inc,Information Technology,819.4
2018,2018-01-01,14,WFC,Wells Fargo,Financials,783.0
2018,2018-01-01,15,INTC,Intel Corp.,Information Technology,758.0
2018,2018-01-01,16,DIS,The Walt Disney Company,Consumer Discretionary,733.1
2018,2018-01-01,17,V,Visa Inc.,Information Technology,699.2
2018,2018-01-01,18,BA,Boeing Company,Industrials,668.9
2018,2018-01-01,19,GS,Goldman Sachs Group,Financials,617.1
2018,2018-01-01,20,CMCSA,Comcast Corp.,Consumer Discretionary,609.2
2018,2018-01-01,21,WMT,Wal-Mart Stores,Consumer Staples,608.8
2018,2018-01-01,22,XOM,Exxon Mobil Corp.,Energy,598.4
2018,2018-01-01,23,BRK-B,Berkshire Hathaway,Financials,590.0
2018,2018-01-01,24,JNJ,Johnson & Johnson,Health Care,587.5
2018,2018-01-01,25,CHTR,Charter Communications,Consumer Discretionary,581.9
2018,2018-01-01,26,HD,Home Depot,Consumer Discretionary,557.8
2018,2018-01-01,27,ORCL,Oracle Corp.,Information Technology,556.5
2018,2018-01-01,28,AVGO,Broadcom,Information Technology,516.0
2018,2018-01-01,29,CSCO,Cisco Systems,Information Technology,511.9
2018,2018-01-01,30,PG,Procter & Gamble,Consumer Staples,509.1
2018,2018-01-01,31,T,AT&T Inc,Telecommunication Services,506.7
2018,2018-01-01,32,QCOM,QUALCOMM Inc.,Information Technology,498.7
2018,2018-01-01,33,UNH,United Health Group Inc.,Health Care,485.6
2018,2018-01-01,34,GILD,Gilead Sciences,Health Care,473.9
2018,2018-01-01,35,NKE,Nike,Consumer Discretionary,466.4
2018,2018-01-01,36,VZ,Verizon Communications,Telecommunication Services,455.8
2018,2018-01-01,37,IBM,International Business Machines,Information Technology,455.0
2018,2018-01-01,38,MRK,Merck & Co.,Health Care,453.6
2018,2018-01-01,39,COST,Costco Wholesale Corp.,Consumer Staples,449.0
2018,2018-01-01,40,PYPL,PayPal,Information Technology,439.4
2018,2018-01-01,41,PFE,Pfizer Inc.,Health Care,435.5
2018,2018-01-01,42,SBUX,Starbucks Corp.,Consumer Discretionary,432.9
2018,2018-01-01,43,GM,General Motors,Consumer Discretionary,428.1
2018,2018-01-01,44,CMG,Chipotle Mexican Grill,Consumer Discretionary,423.6
2018,2018-01-01,45,CVX,Chevron Corp.,Energy,420.0
2018,2018-01-01,46,BIIB,Biogen Inc.,Health Care,417.5
2018,2018-01-01,47,AMAT,Applied Materials Inc,Information Technology,409.8
2018,2018-01-01,48,AMGN,Amgen Inc,Health Care,408.2
2018,2018-01-01,49,MCD,McDonald's Corp.,Consumer Discretionary,404.8
2018,2018-01-01,50,CVS,CVS Health,Consumer Staples,404.0
2018,2018-01-01,51,LOW,Lowe's Cos.,Consumer Discretionary,394.8
2018,2018-01-01,52,CAT,Caterpillar Inc.,Industrials,393.3
2018,2018-01-01,53,SLB,Schlumberger Ltd.,Energy,390.1
2018,2018-01-01,54,CRM,Salesforce.com,Information Technology,389.9
2018,2018-01-01,55,MA,Mastercard Inc.,Information Technology,387.0
2018,2018-01-01,56,CSX,CSX Corp.,Industrials,378.4
2018,2018-01-01,57,KO,Coca-Cola Company (The),Consumer Staples,375.9
2018,2018-01-01,58,REGN,Regeneron,Health Care,369.6
2018,2018-01-01,59,ADBE,Adobe Systems Inc,Information Technology,357.8
2018,2018-01-01,60,DAL,Delta Air Lines Inc.,Industrials,345.5
2018,2018-01-01,61,HAL,Halliburton Co.,Energy,335.2
2018,2018-01-01,62,UNP,Union Pacific,Industrials,332.4
2018,2018-01-01,63,BMY,Bristol-Myers Squibb,Health Care,331.4
2018,2018-01-01,64,MS,Morgan Stanley,Financials,324.4
2018,2018-01-01,65,TGT,Target Corp.,Consumer Discretionary,321.3
2018,2018-01-01,66,WDC,Western Digital,Information Technology,313.3
2018,2018-01-01,67,MDT,Medtronic plc,Health Care,312.6
2018,2018-01-01,68,LRCX,Lam Research,Information Technology,308.3
2018,2018-01-01,69,PEP,PepsiCo Inc.,Consumer Staples,307.2
2018,2018-01-01,70,ABBV,AbbVie Inc.,Health Care,306.8
2018,2018-01-01,71,HON,Honeywell Int'l Inc.,Industrials,303.5
2018,2018-01-01,72,TXN,Texas Instruments,Information Technology,298.4
2018,2018-01-01,73,UAL,United Continental Holdings,Industrials,294.8
2018,2018-01-01,74,ISRG,Intuitive Surgical Inc.,Health Care,291.6
2018,2018-01-01,75,ORLY,O'Reilly Automotive,Consumer Discretionary,291.6
2018,2018-01-01,76,PM,Philip Morris International,Consumer Staples,288.6
2018,2018-01-01,77,AZO,AutoZone Inc,Consumer Discretionary,288.4
2018,2018-01-01,78,HUM,Humana Inc.,Health Care,288.3
2018,2018-01-01,79,AIG,"American International Group, Inc.",Financials,283.5
2018,2018-01-01,80,MMM,3M Company,Industrials,279.1
2018,2018-01-01,81,MDLZ,Mondelez International,Consumer Staples,274.0
2018,2018-01-01,82,EBAY,eBay Inc.,Information Technology,271.7
2018,2018-01-01,83,TJX,TJX Companies Inc.,Consumer Discretionary,271.6
2018,2018-01-01,84,F,Ford Motor,Consumer Discretionary,268.7
2018,2018-01-01,85,ABT,Abbott Laboratories,Health Care,267.7
2018,2018-01-01,86,AAL,American Airlines Group,Industrials,267.6
2018,2018-01-01,87,FDX,FedEx Corporation,Industrials,266.1
2018,2018-01-01,88,FCX,Freeport-McMoRan Inc.,Materials,265.7
2018,2018-01-01,89,AXP,American Express Co,Financials,265.1
2018,2018-01-01,90,SCHW,Charles Schwab Corporation,Financials,261.3
2018,2018-01-01,91,EXPE,Expedia Inc.,Consumer Discretionary,261.0
2018,2018-01-01,92,LLY,Lilly (Eli) & Co.,Health Care,260.7
2018,2018-01-01,93,TMO,Thermo Fisher Scientific,Health Care,260.4
2018,2018-01-01,94,ELV,Anthem Inc.,Health Care,259.7
2018,2018-01-01,95,MCK,McKesson Corp.,Health Care,258.5
2018,2018-01-01,96,LUV,Southwest Airlines,Industrials,257.8
2018,2018-01-01,97,KR,Kroger Co.,Consumer Staples,250.5
2018,2018-01-01,98,DE,Deere & Co.,Industrials,249.9
2018,2018-01-01,99,ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,249.8
2018,2018-01-01,100,COP,ConocoPhillips,Energy,249.7
2019,2019-01-01,1,AMZN,Amazon.com Inc.,Consumer Discretionary,9157.2
2019,2019-01-01,2,AAPL,Apple Inc.,Information Technology,5991.9
2019,2019-01-01,3,META,"Facebook, Inc.",Communication Services,4607.9
2019,2019-01-01,4,NFLX,Netflix Inc.,Communication Services,3659.5
2019,2019-01-01,5,NVDA,Nvidia Corporation,Information Technology,3035.4
2019,2019-01-01,6,MSFT,Microsoft Corp.,Information Technology,2928.3
2019,2019-01-01,7,GOOGL,Alphabet Inc Class A,Communication Services,2256.2
2019,2019-01-01,8,MU,Micron Technology,Information Technology,2067.6
2019,2019-01-01,9,BAC,Bank of America Corp,Financials,1642.1
2019,2019-01-01,10,AMD,Advanced Micro Devices Inc,Information Technology,1637.1
2019,2019-01-01,11,BA,Boeing Company,Industrials,1467.7
2019,2019-01-01,12,JPM,JPMorgan Chase & Co.,Financials,1337.2
2019,2019-01-01,13,INTC,Intel Corp.,Information Technology,1215.8
2019,2019-01-01,14,V,Visa Inc.,Information Technology,1068.1
2019,2019-01-01,15,GE,General Electric,Industrials,1060.1
2019,2019-01-01,16,WFC,Wells Fargo,Financials,942.0
2019,2019-01-01,17,BRK-B,Berkshire Hathaway,Financials,918.9
2019,2019-01-01,18,C,Citigroup Inc.,Financials,910.3
2019,2019-01-01,19,CSCO,Cisco Systems,Information Technology,858.1
2019,2019-01-01,20,DIS,The Walt Disney Company,Communication Services,823.0
2019,2019-01-01,21,BKNG,Booking Holdings Inc,Consumer Discretionary,821.2
2019,2019-01-01,22,JNJ,Johnson & Johnson,Health Care,813.2
2019,2019-01-01,23,AVGO,Broadcom,Information Technology,795.2
2019,2019-01-01,24,ORCL,Oracle Corp.,Information Technology,776.0
2019,2019-01-01,25,ADBE,Adobe Systems Inc,Information Technology,772.9
2019,2019-01-01,26,WMT,Walmart,Consumer Staples,772.6
2019,2019-01-01,27,HD,Home Depot,Consumer Discretionary,758.8
2019,2019-01-01,28,CRM,Salesforce.com,Information Technology,752.7
2019,2019-01-01,29,XOM,Exxon Mobil Corp.,Energy,748.8
2019,2019-01-01,30,PYPL,PayPal,Information Technology,719.9
2019,2019-01-01,31,MA,Mastercard Inc.,Information Technology,717.0
2019,2019-01-01,32,UNH,United Health Group Inc.,Health Care,705.9
2019,2019-01-01,33,CMCSA,Comcast Corp.,Communication Services,703.5
2019,2019-01-01,34,T,AT&T Inc.,Communication Services,676.0
2019,2019-01-01,35,CAT,Caterpillar Inc.,Industrials,665.6
2019,2019-01-01,36,QCOM,QUALCOMM Inc.,Information Technology,650.4
2019,2019-01-01,37,GS,Goldman Sachs Group,Financials,645.8
2019,2019-01-01,38,PG,Procter & Gamble,Consumer Staples,633.5
2019,2019-01-01,39,PFE,Pfizer Inc.,Health Care,601.6
2019,2019-01-01,40,AMAT,Applied Materials Inc.,Information Technology,577.1
2019,2019-01-01,41,MRK,Merck & Co.,Health Care,564.4
2019,2019-01-01,42,CVX,Chevron Corp.,Energy,559.7
2019,2019-01-01,43,MCD,McDonald's Corp.,Consumer Discretionary,552.8
2019,2019-01-01,44,VZ,Verizon Communications,Communication Services,546.9
2019,2019-01-01,45,IBM,International Business Machines,Information Technology,546.2
2019,2019-01-01,46,SBUX,Starbucks Corp.,Consumer Discretionary,538.8
2019,2019-01-01,47,LRCX,Lam Research,Information Technology,526.7
2019,2019-01-01,48,UNP,Union Pacific,Industrials,525.7
2019,2019-01-01,49,AMGN,Amgen Inc.,Health Care,503.7
2019,2019-01-01,50,TXN,Texas Instruments,Information Technology,499.1
2019,2019-01-01,51,BIIB,Biogen Inc.,Health Care,493.6
2019,2019-01-01,52,ABBV,AbbVie Inc.,Health Care,488.7
2019,2019-01-01,53,CHTR,Charter Communications,Communication Services,482.5
2019,2019-01-01,54,NKE,Nike,Consumer Discretionary,475.9
2019,2019-01-01,55,LOW,Lowe's Cos.,Consumer Discretionary,468.4
2019,2019-01-01,56,CVS,CVS Health,Health Care,461.8
2019,2019-01-01,57,WYNN,Wynn Resorts Ltd,Consumer Discretionary,442.5
2019,2019-01-01,58,KO,Coca-Cola Company (The),Consumer Staples,442.0
2019,2019-01-01,59,COST,Costco Wholesale Corp.,Consumer Staples,437.4
2019,2019-01-01,60,SLB,Schlumberger Ltd.,Energy,429.8
2019,2019-01-01,61,PEP,PepsiCo Inc.,Consumer Staples,429.3
2019,2019-01-01,62,GM,General Motors,Consumer Discretionary,421.3
2019,2019-01-01,63,MMM,3M Company,Industrials,412.6
2019,2019-01-01,64,CI,CIGNA Corp.,Health Care,410.4
2019,2019-01-01,65,GILD,Gilead Sciences,Health Care,403.8
2019,2019-01-01,66,MS,Morgan Stanley,Financials,401.0
2019,2019-01-01,67,ISRG,Intuitive Surgical Inc.,Health Care,385.4
2019,2019-01-01,68,HON,Honeywell Int'l Inc.,Industrials,383.2
2019,2019-01-01,69,LMT,Lockheed Martin Corp.,Industrials,382.5
2019,2019-01-01,70,FDX,FedEx Corporation,Industrials,375.4
2019,2019-01-01,71,MDT,Medtronic plc,Health Care,363.5
2019,2019-01-01,72,STZ,Constellation Brands,Consumer Staples,363.3
2019,2019-01-01,73,LLY,Lilly (Eli) & Co.,Health Care,362.9
2019,2019-01-01,74,PM,Philip Morris International,Consumer Staples,359.7
2019,2019-01-01,75,CMG,Chipotle Mexican Grill,Consumer Discretionary,358.6
2019,2019-01-01,76,DAL,Delta Air Lines Inc.,Industrials,350.7
2019,2019-01-01,77,ABT,Abbott Laboratories,Health Care,348.0
2019,2019-01-01,78,DE,Deere & Co.,Industrials,347.3
2019,2019-01-01,79,EBAY,eBay Inc.,Consumer Discretionary,345.6
2019,2019-01-01,80,HAL,Halliburton Co.,Energy,345.2
2019,2019-01-01,81,CSX,CSX Corp.,Industrials,336.9
2019,2019-01-01,82,LIN,Linde plc,Materials,334.6
2019,2019-01-01,83,TGT,Target Corp.,Consumer Discretionary,333.3
2019,2019-01-01,84,COP,ConocoPhillips,Energy,331.2
2019,2019-01-01,85,AXP,American Express Co,Financials,331.2
2019,2019-01-01,86,BMY,Bristol-Myers Squibb,Health Care,330.7
2019,2019-01-01,87,NOC,Northrop Grumman Corp.,Industrials,326.7
2019,2019-01-01,88,TMO,Thermo Fisher Scientific,Health Care,324.8
2019,2019-01-01,89,MPC,Marathon Petroleum,Energy,321.8
2019,2019-01-01,90,TJX,TJX Companies Inc.,Consumer Discretionary,321.3
2019,2019-01-01,91,SCHW,Charles Schwab Corporation,Financials,320.6
2019,2019-01-01,92,ACN,Accenture plc,Information Technology,316.8
2019,2019-01-01,93,ELV,Anthem Inc.,Health Care,314.5
2019,2019-01-01,94,OXY,Occidental Petroleum,Energy,309.1
2019,2019-01-01,95,ALGN,Align Technology,Health Care,304.2
2019,2019-01-01,96,F,Ford Motor,Consumer Discretionary,299.7
2019,2019-01-01,97,DLTR,Dollar Tree,Consumer Discretionary,293.3
2019,2019-01-01,98,WDC,Western Digital,Information Technology,291.2
2019,2019-01-01,99,UAL,United Continental Holdings,Industrials,289.7
2019,2019-01-01,100,REGN,Regeneron,Health Care,286.7
2020,2020-01-01,1,AMZN,Amazon.com Inc.,Consumer Discretionary,6876.1
2020,2020-01-01,2,AAPL,Apple Inc.,Information Technology,5510.8
2020,2020-01-01,3,MSFT,Microsoft Corp.,Information Technology,2967.2
2020,2020-01-01,4,META,"Facebook, Inc.",Communication Services,2880.1
2020,2020-01-01,5,NFLX,Netflix Inc.,Communication Services,2559.2
2020,2020-01-01,6,BA,Boeing Company,Industrials,1930.6
2020,2020-01-01,7,AMD,Advanced Micro Devices Inc,Information Technology,1927.9
2020,2020-01-01,8,NVDA,Nvidia Corporation,Information Technology,1920.7
2020,2020-01-01,9,GOOGL,Alphabet Inc Class A,Communication Services,1777.9
2020,2020-01-01,10,BAC,Bank of America Corp,Financials,1333.8
2020,2020-01-01,11,DIS,The Walt Disney Company,Communication Services,1279.5
2020,2020-01-01,12,V,Visa Inc.,Information Technology,1187.4
2020,2020-01-01,13,JPM,JPMorgan Chase & Co.,Financials,1095.2
2020,2020-01-01,14,MU,Micron Technology,Information Technology,1079.7
2020,2020-01-01,15,INTC,Intel Corp.,Information Technology,972.1
2020,2020-01-01,16,UNH,United Health Group Inc.,Health Care,940.0
2020,2020-01-01,17,CRM,Salesforce.com,Information Technology,855.6
2020,2020-01-01,18,CSCO,Cisco Systems,Information Technology,842.3
2020,2020-01-01,19,MA,Mastercard Inc.,Information Technology,835.2
2020,2020-01-01,20,WFC,Wells Fargo,Financials,817.3
2020,2020-01-01,21,QCOM,QUALCOMM Inc.,Information Technology,809.6
2020,2020-01-01,22,BRK-B,Berkshire Hathaway,Financials,797.6
2020,2020-01-01,23,JNJ,Johnson & Johnson,Health Care,781.1
2020,2020-01-01,24,LLY,Lilly (Eli) & Co.,Health Care,776.4
2020,2020-01-01,25,ADBE,Adobe Systems Inc,Information Technology,737.2
2020,2020-01-01,26,C,Citigroup Inc.,Financials,731.6
2020,2020-01-01,27,HD,Home Depot,Consumer Discretionary,720.3
2020,2020-01-01,28,BKNG,Booking Holdings Inc,Consumer Discretionary,700.9
2020,2020-01-01,29,PYPL,PayPal,Information Technology,694.8
2020,2020-01-01,30,PG,Procter & Gamble,Consumer Staples,693.4
2020,2020-01-01,31,GE,General Electric,Industrials,657.7
2020,2020-01-01,32,DHR,Danaher Corp.,Health Care,641.1
2020,2020-01-01,33,PFE,Pfizer Inc.,Health Care,640.4
2020,2020-01-01,34,MRK,Merck & Co.,Health Care,632.9
2020,2020-01-01,35,ORCL,Oracle Corp.,Information Technology,631.0
2020,2020-01-01,36,T,AT&T Inc.,Communication Services,624.0
2020,2020-01-01,37,XOM,Exxon Mobil Corp.,Energy,620.2
2020,2020-01-01,38,CMCSA,Comcast Corp.,Communication Services,616.8
2020,2020-01-01,39,BMY,Bristol-Myers Squibb,Health Care,615.6
2020,2020-01-01,40,AVGO,Broadcom Inc.,Information Technology,615.3
2020,2020-01-01,41,WMT,Walmart,Consumer Staples,584.1
2020,2020-01-01,42,MCD,McDonald's Corp.,Consumer Discretionary,551.0
2020,2020-01-01,43,CVX,Chevron Corp.,Energy,550.5
2020,2020-01-01,44,SBUX,Starbucks Corp.,Consumer Discretionary,542.2
2020,2020-01-01,45,NOW,ServiceNow,Information Technology,537.4
2020,2020-01-01,46,KO,Coca-Cola Company,Consumer Staples,517.7
2020,2020-01-01,47,NKE,Nike,Consumer Discretionary,494.8
2020,2020-01-01,48,VZ,Verizon Communications,Communication Services,492.6
2020,2020-01-01,49,BIIB,Biogen Inc.,Health Care,488.2
2020,2020-01-01,50,UNP,Union Pacific Corp,Industrials,480.7
2020,2020-01-01,51,CAT,Caterpillar Inc.,Industrials,467.9
2020,2020-01-01,52,COST,Costco Wholesale Corp.,Consumer Staples,467.7
2020,2020-01-01,53,TXN,Texas Instruments,Information Technology,460.3
2020,2020-01-01,54,CVS,CVS Health,Health Care,454.4
2020,2020-01-01,55,ABBV,AbbVie Inc.,Health Care,445.4
2020,2020-01-01,56,GS,Goldman Sachs Group,Financials,442.3
2020,2020-01-01,57,CHTR,Charter Communications,Communication Services,440.2
2020,2020-01-01,58,PEP,PepsiCo Inc.,Consumer Staples,438.9
2020,2020-01-01,59,AMGN,Amgen Inc.,Health Care,435.7
2020,2020-01-01,60,LOW,Lowe's Cos.,Consumer Discretionary,410.6
2020,2020-01-01,61,ELV,Anthem,Health Care,406.7
2020,2020-01-01,62,TMO,Thermo Fisher Scientific,Health Care,404.7
2020,2020-01-01,63,MDT,Medtronic plc,Health Care,395.3
2020,2020-01-01,64,CMG,Chipotle Mexican Grill,Consumer Discretionary,384.7
2020,2020-01-01,65,TGT,Target Corp.,Consumer Discretionary,383.2
2020,2020-01-01,66,HON,Honeywell Int'l Inc.,Industrials,381.6
2020,2020-01-01,67,IBM,International Business Machines,Information Technology,379.8
2020,2020-01-01,68,MMM,3M Company,Industrials,379.4
2020,2020-01-01,69,AMAT,Applied Materials Inc.,Information Technology,377.5
2020,2020-01-01,70,OXY,Occidental Petroleum,Energy,374.7
2020,2020-01-01,71,FIS,Fidelity National Information Services,Information Technology,366.3
2020,2020-01-01,72,MS,Morgan Stanley,Financials,365.5
2020,2020-01-01,73,DD,DuPont de Nemours Inc,Materials,363.1
2020,2020-01-01,74,ABT,Abbott Laboratories,Health Care,362.6
2020,2020-01-01,75,CI,CIGNA Corp.,Health Care,361.4
2020,2020-01-01,76,LRCX,Lam Research,Information Technology,360.3
2020,2020-01-01,77,ISRG,Intuitive Surgical Inc.,Health Care,356.9
2020,2020-01-01,78,AXP,American Express Co,Financials,344.0
2020,2020-01-01,79,FDX,FedEx Corporation,Industrials,343.7
2020,2020-01-01,80,SLB,Schlumberger Ltd.,Energy,340.9
2020,2020-01-01,81,NEE,NextEra Energy,Utilities,336.6
2020,2020-01-01,82,INTU,Intuit Inc.,Information Technology,336.3
2020,2020-01-01,83,GILD,Gilead Sciences,Health Care,331.0
2020,2020-01-01,84,SCHW,Charles Schwab Corporation,Financials,330.8
2020,2020-01-01,85,LMT,Lockheed Martin Corp.,Industrials,324.5
2020,2020-01-01,86,DAL,Delta Air Lines Inc.,Industrials,323.8
2020,2020-01-01,87,PM,Philip Morris International,Consumer Staples,315.5
2020,2020-01-01,88,COP,ConocoPhillips,Energy,310.1
2020,2020-01-01,89,ULTA,Ulta Beauty,Consumer Discretionary,309.7
2020,2020-01-01,90,HUM,Humana Inc.,Health Care,308.9
2020,2020-01-01,91,ILMN,Illumina Inc,Health Care,307.5
2020,2020-01-01,92,CSX,CSX Corp.,Industrials,307.4
2020,2020-01-01,93,CNC,Centene Corporation,Health Care,305.7
2020,2020-01-01,94,GM,General Motors,Consumer Discretionary,303.8
2020,2020-01-01,95,ACN,Accenture plc,Information Technology,300.7
2020,2020-01-01,96,EBAY,eBay Inc.,Consumer Discretionary,300.6
2020,2020-01-01,97,MPC,Marathon Petroleum,Energy,296.3
2020,2020-01-01,98,AMT,American Tower Corp.,Real Estate,288.4
2020,2020-01-01,99,DE,Deere & Co.,Industrials,287.2
2020,2020-01-01,100,ALGN,Align Technology,Health Care,285.3
2021,2021-01-01,1,TSLA,"Tesla, Inc.",Consumer Discretionary,19464.3
2021,2021-01-01,2,AAPL,Apple Inc.,Information Technology,14121.0
2021,2021-01-01,3,AMZN,Amazon.com Inc.,Consumer Discretionary,13065.1
2021,2021-01-01,4,MSFT,Microsoft Corp.,Information Technology,6707.1
2021,2021-01-01,5,META,"Facebook, Inc.",Communication Services,5166.5
2021,2021-01-01,6,BA,Boeing Company,Industrials,5042.5
2021,2021-01-01,7,NVDA,Nvidia Corporation,Information Technology,4594.7
2021,2021-01-01,8,AMD,Advanced Micro Devices Inc,Information Technology,3877.3
2021,2021-01-01,9,NFLX,Netflix Inc.,Communication Services,3062.0
2021,2021-01-01,10,GOOGL,Alphabet Inc. (Class A),Communication Services,2844.5
2021,2021-01-01,11,V,Visa Inc.,Information Technology,1761.2
2021,2021-01-01,12,DIS,The Walt Disney Company,Communication Services,1736.8
2021,2021-01-01,13,JPM,JPMorgan Chase & Co.,Financials,1687.0
2021,2021-01-01,14,INTC,Intel Corp.,Information Technology,1511.4
2021,2021-01-01,15,CRM,Salesforce.com,Information Technology,1510.0
2021,2021-01-01,16,BAC,Bank of America Corp,Financials,1496.1
2021,2021-01-01,17,PYPL,PayPal,Information Technology,1387.9
2021,2021-01-01,18,MA,Mastercard Inc.,Information Technology,1355.7
2021,2021-01-01,19,BRK-B,Berkshire Hathaway,Financials,1253.0
2021,2021-01-01,20,ADBE,Adobe Inc.,Information Technology,1251.9
2021,2021-01-01,21,UAL,United Airlines Holdings,Industrials,1153.4
2021,2021-01-01,22,MU,Micron Technology,Information Technology,1126.4
2021,2021-01-01,23,WMT,Walmart,Consumer Staples,1078.4
2021,2021-01-01,24,UNH,UnitedHealth Group Inc.,Health Care,1055.0
2021,2021-01-01,25,C,Citigroup Inc.,Financials,1031.0
2021,2021-01-01,26,WFC,Wells Fargo,Financials,1009.4
2021,2021-01-01,27,JNJ,Johnson & Johnson,Health Care,974.8
2021,2021-01-01,28,HD,Home Depot,Consumer Discretionary,967.4
2021,2021-01-01,29,XOM,Exxon Mobil Corp.,Energy,950.1
2021,2021-01-01,30,AAL,American Airlines Group,Industrials,945.4
2021,2021-01-01,31,CSCO,Cisco Systems,Information Technology,889.5
2021,2021-01-01,32,PFE,Pfizer Inc.,Health Care,872.1
2021,2021-01-01,33,DAL,Delta Air Lines Inc.,Industrials,861.9
2021,2021-01-01,34,PG,Procter & Gamble,Consumer Staples,850.4
2021,2021-01-01,35,QCOM,QUALCOMM Inc.,Information Technology,849.5
2021,2021-01-01,36,COST,Costco Wholesale Corp.,Consumer Staples,819.0
2021,2021-01-01,37,T,AT&T Inc.,Communication Services,816.5
2021,2021-01-01,38,BKNG,Booking Holdings Inc,Consumer Discretionary,807.6
2021,2021-01-01,39,GILD,Gilead Sciences,Health Care,769.5
2021,2021-01-01,40,GE,General Electric,Industrials,755.7
2021,2021-01-01,41,CCL,Carnival Corp.,Consumer Discretionary,748.8
2021,2021-01-01,42,CMCSA,Comcast Corp.,Communication Services,741.8
2021,2021-01-01,43,CVX,Chevron Corp.,Energy,730.8
2021,2021-01-01,44,NOW,ServiceNow,Information Technology,710.8
2021,2021-01-01,45,KO,Coca-Cola Company,Consumer Staples,692.4
2021,2021-01-01,46,NKE,"Nike, Inc.",Consumer Discretionary,683.0
2021,2021-01-01,47,MRK,Merck & Co.,Health Care,676.9
2021,2021-01-01,48,CHTR,Charter Communications,Communication Services,671.1
2021,2021-01-01,49,SBUX,Starbucks Corp.,Consumer Discretionary,663.8
2021,2021-01-01,50,ABBV,AbbVie Inc.,Health Care,662.6
2021,2021-01-01,51,ORCL,Oracle Corp.,Information Technology,658.5
2021,2021-01-01,52,VZ,Verizon Communications,Communication Services,658.3
2021,2021-01-01,53,MCD,McDonald's Corp.,Consumer Discretionary,652.8
2021,2021-01-01,54,AVGO,Broadcom Inc.,Information Technology,647.3
2021,2021-01-01,55,RCL,Royal Caribbean Group,Consumer Discretionary,639.0
2021,2021-01-01,56,GS,Goldman Sachs Group,Financials,626.2
2021,2021-01-01,57,BMY,Bristol-Myers Squibb,Health Care,623.6
2021,2021-01-01,58,TMO,Thermo Fisher Scientific,Health Care,615.0
2021,2021-01-01,59,RTX,Raytheon Technologies,Industrials,593.0
2021,2021-01-01,60,LOW,Lowe's Cos.,Consumer Discretionary,591.1
2021,2021-01-01,61,REGN,Regeneron Pharmaceuticals,Health Care,581.1
2021,2021-01-01,62,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,570.1
2021,2021-01-01,63,LRCX,Lam Research,Information Technology,561.9
2021,2021-01-01,64,ABT,Abbott Laboratories,Health Care,557.6
2021,2021-01-01,65,PEP,PepsiCo Inc.,Consumer Staples,554.9
2021,2021-01-01,66,TXN,Texas Instruments,Information Technology,553.8
2021,2021-01-01,67,LLY,Lilly (Eli) & Co.,Health Care,543.3
2021,2021-01-01,68,IBM,International Business Machines,Information Technology,533.6
2021,2021-01-01,69,MS,Morgan Stanley,Financials,533.2
